signature_id,rejection_reasons_json
long__compatibility_entropy_bin__mixed__state_motif_2__0gt3__a73fad734c,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows""]"
long__compatibility_entropy_bin__mixed__state_motif_2__2gt4__28a0c2ad9a,"[""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift""]"
long__compatibility_entropy_bin__mixed__state_motif_3__4gt2gt3__8d6bedd4de,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]"
long__compatibility_entropy_bin__mixed__universe_breadth_bin__mixed__02ee71bf53,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__low__4ce1bd3864,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__compatibility_mass_bin__low__movement_permission__True__75982ad3cf,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__compatibility_mass_bin__low__return_12_bin__zero_to_plus_one__state_motif_2__6gt5__86e0e5b165,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatibility_mass_bin__middle__95f5e2edea,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__current_state__1.0__35937b33d0,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__current_state__1.0__state_motif_3__4gt2gt3__f8b0206798,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatibility_mass_bin__middle__departure_probability_bin__low__f916ffa517,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatibility_mass_bin__middle__opening_range_position_bin__above_range__e6c93d7c12,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__previous_state__5.0__return_6_cross_sectional_rank_bin__top_20__cac64be57e,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__return_6_bin__above_plus_one_scale__d014f82f63,"[""fdr_not_passed""]"
long__compatibility_mass_bin__middle__return_6_bin__above_plus_one_scale__state_motif_2__2gt3__9f992da49f,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatibility_mass_bin__middle__return_6_cross_sectional_rank_bin__top_20__a5fd16db00,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__session_return_bin__minus_one_to_zero__e449da77f1,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__session_return_bin__minus_one_to_zero__stock_vs_universe_return_bin__below_minus_one_sca__f2e93acbde,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__state_age_bin__4_6__1cbbf665ca,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatibility_mass_bin__middle__state_age_bin__7_plus__stock_vs_market_return_bin__zero_to_plus_one__d739b3713c,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatibility_mass_bin__middle__state_motif_2__1gt0__480a4f2938,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__state_motif_2__5gt7__d5d2e814b9,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""stock_concentration""]"
long__compatibility_mass_bin__middle__state_motif_3__0gt1gt0__106f4237bc,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
long__compatibility_mass_bin__middle__state_motif_3__1gt2gt1__05e51a51f2,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
long__compatibility_mass_bin__middle__state_motif_3__4gt2gt4__68a8d318cc,"[""fdr_not_passed"",""insufficient_rows""]"
long__compatible_loop_count_bin__3_6__44c46ccf58,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__3_6__current_state__2.0__return_12_cross_sectional_rank_bin__top_20__d3d55c35e2,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatible_loop_count_bin__3_6__historical_activity_bin__low__2ed7d1dfac,"[""fdr_not_passed""]"
long__compatible_loop_count_bin__3_6__historical_activity_bin__low__same_orientation_repeat_bin__1__7d92f1d503,"[""fdr_not_passed""]"
long__compatible_loop_count_bin__3_6__historical_activity_bin__middle__scheduled_bars_remaining_bin__41__a3565b3c2b,"[""fdr_not_passed""]"
long__compatible_loop_count_bin__3_6__opening_range_position_bin__below_range__return_3_bin__minus_one_to_zero__26b658d259,"[""fdr_not_passed"",""insufficient_rows""]"
long__compatible_loop_count_bin__3_6__previous_state__3.0__238676a708,"[""fdr_not_passed""]"
long__compatible_loop_count_bin__3_6__prior_completed_dwell_bin__3_6__60ff8a3b13,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__3_6__prior_completed_dwell_bin__missing__stock_vs_market_return_bin__below_minus_one_scale__5f16339381,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatible_loop_count_bin__3_6__return_12_cross_sectional_rank_bin__top_20__3abdd63e68,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__3_6__return_3_bin__minus_one_to_zero__f9515e458e,"[""fdr_not_passed""]"
long__compatible_loop_count_bin__3_6__return_3_bin__minus_one_to_zero__state_motif_2__3gt6__88dd55f8bc,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__3_6__return_3_bin__minus_one_to_zero__state_motif_2__5gt7__7fb2f249e9,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatible_loop_count_bin__3_6__return_6_bin__above_plus_one_scale__d04b64d35c,"[""fdr_not_passed""]"
long__compatible_loop_count_bin__3_6__scheduled_bars_remaining_bin__41__220fbc5593,"[""fdr_not_passed""]"
long__compatible_loop_count_bin__3_6__state_motif_2__2gt5__ec2f8ef326,"[""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]"
long__compatible_loop_count_bin__3_6__state_motif_3__1gt2gt3__ca28b3c2ae,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatible_loop_count_bin__3_6__state_motif_3__3gt6gt3__8da40182c3,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatible_loop_count_bin__3_6__state_motif_3__5gt7gt5__da59d61b6a,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks""]"
long__compatible_loop_count_bin__3_6__stock_vs_market_return_bin__below_minus_one_scale__930e968546,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__3_6__wick_asymmetry_bin__upper_dominant__b7ea9d6018,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__7_plus__compression_bin__expanded__977227f3ef,"[""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__7_plus__compression_bin__expanded__return_6_bin__minus_one_to_zero__b1708fc893,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__7_plus__d886b991bb,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__7_plus__prior_completed_dwell_bin__7_plus__97d60f0255,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__7_plus__return_3_bin__zero_to_plus_one__89a05f693c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__7_plus__return_3_bin__zero_to_plus_one__state_motif_3__4gt3gt4__81c171e0df,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compatible_loop_count_bin__7_plus__same_orientation_repeat_bin__0__ff5d0f7654,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compatible_loop_count_bin__7_plus__state_motif_3__2gt1gt3__04954db874,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compression_bin__compressed__a944bf2720,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compression_bin__compressed__decision_clock__clock_12__97b3d9cdbb,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compression_bin__compressed__historical_activity_bin__low__98bba6d8bf,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compression_bin__compressed__historical_activity_bin__low__state_motif_2__6gt3__122ea88e8e,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift""]"
long__compression_bin__compressed__previous_state__3.0__120c3a3177,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compression_bin__compressed__previous_state__3.0__return_12_cross_sectional_rank_bin__top_20__1a3e86f59c,"[""fdr_not_passed"",""insufficient_rows""]"
long__compression_bin__compressed__prior_completed_dwell_bin__1_2__state_motif_2__6gt3__225bfb4475,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compression_bin__compressed__state_motif_2__0gt4__b3cfb3a23d,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
long__compression_bin__compressed__state_motif_2__2gt4__85a3fbc43c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compression_bin__compressed__stock_vs_universe_return_bin__minus_one_to_zero__19c1fdd26d,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__compression_bin__expanded__7b107a321b,"[""fdr_not_passed""]"
long__compression_bin__expanded__cross_sectional_dispersion_bin__middle__8a7083db6b,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks""]"
long__compression_bin__expanded__current_state__7.0__f1b393891d,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""non_positive_discovery_lift""]"
long__compression_bin__expanded__decision_clock__clock_36__980e08056e,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compression_bin__expanded__decision_clock__clock_36__state_motif_3__4gt2gt1__4b0a7ca1df,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
long__compression_bin__expanded__historical_activity_bin__middle__ecd7c701e5,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compression_bin__expanded__movement_permission__False__92c774dc71,"[""fdr_not_passed""]"
long__compression_bin__expanded__movement_permission__False__state_motif_2__5gt2__41075348e4,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__compression_bin__expanded__movement_permission__False__state_motif_2__5gt4__3faa7d96bc,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
long__compression_bin__expanded__return_1_bin__below_minus_one_scale__da6d10842b,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compression_bin__expanded__return_1_bin__below_minus_one_scale__state_motif_3__5gt7gt5__82f1beef7d,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
long__compression_bin__expanded__scheduled_bars_remaining_bin__41__stock_vs_universe_return_bin__minus_one_to_zero__ebe58311b6,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__compression_bin__expanded__session_return_bin__minus_one_to_zero__a095cfb9dd,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift""]"
long__compression_bin__expanded__top_parent_loop__cycle_09__979705c8fb,"[""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]"
long__compression_bin__normal__32c5391efe,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
