dimension,dimension_value,model_name,target_lead_sessions,observable_targets,active_targets,active_net_payoff_bps,active_mean_net_payoff_bps,active_median_net_payoff_bps,active_positive_rate
month,2025-08,hierarchical_payoff_history_change_point,1,124,4,-574.244316009,-143.561079002,-118.164547172,0.5
month,2025-09,hierarchical_payoff_history_change_point,1,143,7,-39.0194826613,-5.57421180876,3.49075600789,0.571428571429
month,2025-10,hierarchical_payoff_history_change_point,1,188,14,923.922272686,65.994448049,98.8183299022,0.642857142857
month,2025-11,hierarchical_payoff_history_change_point,1,164,14,-947.584661393,-67.6846186709,-29.460355297,0.428571428571
month,2025-12,hierarchical_payoff_history_change_point,1,147,10,-23.0532732845,-2.30532732845,9.73215371537,0.6
month,2023-04,hierarchical_payoff_history_change_point,2,143,9,314.929194506,34.9921327229,85.1285135432,0.666666666667
month,2023-05,hierarchical_payoff_history_change_point,2,175,10,670.941024236,67.0941024236,53.1476741829,0.6
month,2023-06,hierarchical_payoff_history_change_point,2,164,8,-1199.11148045,-149.888935056,-116.222632127,0.125
month,2023-07,hierarchical_payoff_history_change_point,2,138,6,-293.972358629,-48.9953931048,-66.549923788,0.5
month,2023-08,hierarchical_payoff_history_change_point,2,177,2,229.462679446,114.731339723,114.731339723,1
month,2023-09,hierarchical_payoff_history_change_point,2,140,1,-10,-10,-10,0
month,2023-10,hierarchical_payoff_history_change_point,2,160,5,-342.431637557,-68.4863275114,-61.0958116528,0.2
month,2023-11,hierarchical_payoff_history_change_point,2,160,4,-604.457524979,-151.114381245,-128.321373419,0.25
month,2023-12,hierarchical_payoff_history_change_point,2,151,5,-222.497333551,-44.4994667102,-5.41358439467,0.4
month,2025-04,hierarchical_payoff_history_change_point,2,150,11,-231.402437758,-21.0365852507,64.4527439109,0.545454545455
month,2025-05,hierarchical_payoff_history_change_point,2,156,2,-13.0224936961,-6.51124684807,-6.51124684807,0.5
month,2025-06,hierarchical_payoff_history_change_point,2,143,5,826.522898589,165.304579718,104.217950487,0.8
month,2025-07,hierarchical_payoff_history_change_point,2,146,3,-124.53424568,-41.5114152267,-99.3854748603,0.333333333333
month,2025-08,hierarchical_payoff_history_change_point,2,124,4,-421.133817278,-105.28345432,-55.3022515132,0.25
month,2025-09,hierarchical_payoff_history_change_point,2,143,6,241.916735221,40.3194558702,8.96865143582,0.666666666667
month,2025-10,hierarchical_payoff_history_change_point,2,188,13,-130.01077384,-10.0008287569,-5.02228374816,0.384615384615
month,2025-11,hierarchical_payoff_history_change_point,2,164,9,-340.595299032,-37.8439221147,-39.7462140329,0.444444444444
month,2025-12,hierarchical_payoff_history_change_point,2,147,9,-149.327404222,-16.5919338024,-2.03414227832,0.444444444444
month,2023-04,hierarchical_payoff_history_change_point,3,135,8,7.34549552096,0.91818694012,-10.3353327431,0.5
month,2023-05,hierarchical_payoff_history_change_point,3,175,10,-147.644848921,-14.7644848921,24.8243242181,0.6
month,2023-06,hierarchical_payoff_history_change_point,3,164,7,-135.224358873,-19.3177655533,-97.1777162803,0.285714285714
month,2023-07,hierarchical_payoff_history_change_point,3,138,7,708.478131168,101.211161595,107.522093983,0.857142857143
month,2023-08,hierarchical_payoff_history_change_point,3,177,3,212.97119933,70.9903997768,5.84944312871,0.666666666667
month,2023-09,hierarchical_payoff_history_change_point,3,140,1,-42.8947476627,-42.8947476627,-42.8947476627,0
month,2023-10,hierarchical_payoff_history_change_point,3,160,3,83.594973667,27.8649912223,-46.2647391233,0.333333333333
month,2023-11,hierarchical_payoff_history_change_point,3,160,4,-246.176805916,-61.5442014789,-77.105255064,0.25
month,2023-12,hierarchical_payoff_history_change_point,3,151,5,-211.186293766,-42.2372587532,-19.9108125974,0.4
month,2025-04,hierarchical_payoff_history_change_point,3,141,8,-726.403296708,-90.8004120885,-40.3478100563,0.375
month,2025-05,hierarchical_payoff_history_change_point,3,156,2,-517.856985437,-258.928492718,-258.928492718,0
month,2025-06,hierarchical_payoff_history_change_point,3,143,6,-59.447580658,-9.90793010966,-23.063489554,0.333333333333
month,2025-07,hierarchical_payoff_history_change_point,3,146,4,-134.060416691,-33.5151041727,-34.867236106,0.5
month,2025-08,hierarchical_payoff_history_change_point,3,124,6,-688.505213864,-114.750868977,-100.830765468,0.333333333333
month,2025-09,hierarchical_payoff_history_change_point,3,143,5,184.866452135,36.9732904271,-5.5722472021,0.4
month,2025-10,hierarchical_payoff_history_change_point,3,188,12,895.392773003,74.6160644169,37.3715110417,0.583333333333
month,2025-11,hierarchical_payoff_history_change_point,3,164,12,1021.27896376,85.1065803136,72.9704387439,0.666666666667
month,2025-12,hierarchical_payoff_history_change_point,3,147,12,-316.484877166,-26.3737397639,-4.9969979987,0.5
month,2023-04,hierarchical_payoff_history_change_point,5,119,7,-47.4580301117,-6.77971858739,35.5377236711,0.571428571429
month,2023-05,hierarchical_payoff_history_change_point,5,175,6,-222.029700685,-37.0049501141,8.67615252299,0.5
month,2023-06,hierarchical_payoff_history_change_point,5,164,12,-1609.8216968,-134.151808067,-184.473013118,0.166666666667
month,2023-07,hierarchical_payoff_history_change_point,5,138,7,-291.452687854,-41.6360982649,-115.466271635,0.428571428571
month,2023-08,hierarchical_payoff_history_change_point,5,177,1,-159.873056863,-159.873056863,-159.873056863,0
month,2023-09,hierarchical_payoff_history_change_point,5,140,3,-6.57312301587,-2.19104100529,-10,0.333333333333
month,2023-10,hierarchical_payoff_history_change_point,5,160,3,-760.685389586,-253.561796529,-289.595910563,0.333333333333
month,2023-11,hierarchical_payoff_history_change_point,5,160,4,567.61007512,141.90251878,193.213378936,0.75
month,2023-12,hierarchical_payoff_history_change_point,5,151,4,-331.082654158,-82.7706635395,-84.8202709327,0
month,2025-04,hierarchical_payoff_history_change_point,5,127,9,191.156258407,21.2395842675,21.8895446619,0.555555555556
month,2025-05,hierarchical_payoff_history_change_point,5,156,2,-71.59018937,-35.795094685,-35.795094685,0.5
month,2025-06,hierarchical_payoff_history_change_point,5,143,3,-63.9782090477,-21.3260696826,16.5495777898,0.666666666667
month,2025-07,hierarchical_payoff_history_change_point,5,146,6,-264.964310071,-44.1607183452,-33.9566922267,0.5
month,2025-08,hierarchical_payoff_history_change_point,5,124,5,-37.8482173123,-7.56964346246,8.56732470941,0.6
month,2025-09,hierarchical_payoff_history_change_point,5,143,8,-223.073243655,-27.8841554568,-39.1318929471,0.375
month,2025-10,hierarchical_payoff_history_change_point,5,188,13,51.2195892513,3.93996840395,-0.0341929108766,0.461538461538
month,2025-11,hierarchical_payoff_history_change_point,5,164,12,453.455983931,37.7879986609,48.6702990089,0.583333333333
month,2025-12,hierarchical_payoff_history_change_point,5,147,13,377.495975289,29.0381519453,28.4797506953,0.769230769231
month,2023-03,payoff_only_change_point,0,12,0,0,,,
month,2023-04,payoff_only_change_point,0,143,8,-488.857657141,-61.1072071426,-43.335296909,0.25
month,2023-05,payoff_only_change_point,0,175,14,1403.6444867,100.260320478,93.0718950418,0.642857142857
month,2023-06,payoff_only_change_point,0,164,8,8.71517475931,1.08939684491,-3.35552499113,0.5
month,2023-07,payoff_only_change_point,0,138,10,-567.381610515,-56.7381610515,-86.6896072838,0.4
month,2023-08,payoff_only_change_point,0,177,2,-20.2763685248,-10.1381842624,-10.1381842624,0.5
month,2023-09,payoff_only_change_point,0,140,1,-10,-10,-10,0
month,2023-10,payoff_only_change_point,0,160,0,0,,,
month,2023-11,payoff_only_change_point,0,160,0,0,,,
month,2023-12,payoff_only_change_point,0,151,10,25.5153142971,2.55153142971,26.4225033874,0.6
month,2025-04,payoff_only_change_point,0,170,6,-717.891910967,-119.648651828,-26.91742113,0.333333333333
month,2025-05,payoff_only_change_point,0,156,5,-733.323414477,-146.664682895,-98.5240610249,0.2
month,2025-06,payoff_only_change_point,0,143,7,30.8099219744,4.40141742491,-46.231884058,0.285714285714
month,2025-07,payoff_only_change_point,0,146,7,-507.805620761,-72.5436601088,-82.5755681202,0.142857142857
month,2025-08,payoff_only_change_point,0,124,2,-449.354324626,-224.677162313,-224.677162313,0.5
month,2025-09,payoff_only_change_point,0,143,5,517.953271905,103.590654381,176.367412141,0.6
month,2025-10,payoff_only_change_point,0,188,7,-228.992438809,-32.7132055441,-159.905928173,0.285714285714
month,2025-11,payoff_only_change_point,0,164,7,361.31562883,51.6165184043,-41.6957210777,0.428571428571
month,2025-12,payoff_only_change_point,0,147,4,-309.988285768,-77.4970714421,-51.9537914577,0.5
month,2023-03,payoff_only_change_point,1,7,0,0,,,
month,2023-04,payoff_only_change_point,1,143,8,148.992271404,18.6240339255,-54.9730348714,0.375
month,2023-05,payoff_only_change_point,1,175,12,1517.38155913,126.448463261,93.3296853195,0.916666666667
month,2023-06,payoff_only_change_point,1,164,8,-109.701421019,-13.7126776274,-46.6090338284,0.375
month,2023-07,payoff_only_change_point,1,138,10,-300.807554654,-30.0807554654,-86.6896072838,0.4
month,2023-08,payoff_only_change_point,1,177,0,0,,,
month,2023-09,payoff_only_change_point,1,140,2,-52.8947476627,-26.4473738314,-26.4473738314,0
month,2023-10,payoff_only_change_point,1,160,0,0,,,
month,2023-11,payoff_only_change_point,1,160,0,0,,,
month,2023-12,payoff_only_change_point,1,151,9,-375.403417818,-41.7114908687,-10.6970254431,0.222222222222
month,2025-04,payoff_only_change_point,1,161,7,-1230.83034305,-175.83290615,-94.6266419156,0.142857142857
month,2025-05,payoff_only_change_point,1,156,7,-905.621199777,-129.374457111,-96.4719550579,0.285714285714
month,2025-06,payoff_only_change_point,1,143,7,-283.043406746,-40.4347723923,-45.8434324063,0.285714285714
month,2025-07,payoff_only_change_point,1,146,6,327.437465984,54.5729109974,42.7248165895,0.666666666667
month,2025-08,payoff_only_change_point,1,124,1,-500,-500,-500,0
month,2025-09,payoff_only_change_point,1,143,5,639.637426956,127.927485391,176.367412141,0.8
month,2025-10,payoff_only_change_point,1,188,7,465.979647795,66.5685211136,-0.0341929108766,0.428571428571
month,2025-11,payoff_only_change_point,1,164,7,-730.553322507,-104.364760358,-58.9638592894,0.285714285714
month,2025-12,payoff_only_change_point,1,147,5,-262.592506969,-52.5185013938,10.4617821782,0.6
month,2023-04,payoff_only_change_point,2,143,8,331.551599124,41.4439498905,97.4248340875,0.625
month,2023-05,payoff_only_change_point,2,175,12,756.936267812,63.0780223176,36.4331563202,0.583333333333
month,2023-06,payoff_only_change_point,2,164,6,-188.445474504,-31.4075790841,-84.7655694752,0.333333333333
month,2023-07,payoff_only_change_point,2,138,13,-870.214149692,-66.9395499763,-174.427857608,0.384615384615
month,2023-08,payoff_only_change_point,2,177,0,0,,,
month,2023-09,payoff_only_change_point,2,140,3,-50.8155476627,-16.9385158876,-10,0.333333333333
month,2023-10,payoff_only_change_point,2,160,0,0,,,
month,2023-11,payoff_only_change_point,2,160,0,0,,,
month,2023-12,payoff_only_change_point,2,151,7,6.31461794811,0.902088278302,-3.09865766824,0.428571428571
month,2025-04,payoff_only_change_point,2,150,6,-380.709687513,-63.4516145855,16.7378413056,0.5
month,2025-05,payoff_only_change_point,2,156,7,-495.403079799,-70.7718685428,-43.1424624694,0.285714285714
month,2025-06,payoff_only_change_point,2,143,6,19.3361553096,3.2226925516,-5.15764812379,0.5
month,2025-07,payoff_only_change_point,2,146,7,-335.142214103,-47.8774591576,-92.1330694138,0.285714285714
month,2025-08,payoff_only_change_point,2,124,2,-579.860279441,-289.930139721,-289.930139721,0
month,2025-09,payoff_only_change_point,2,143,4,-28.2779467293,-7.06948668233,-3.61271686501,0.5
month,2025-10,payoff_only_change_point,2,188,7,-132.716755488,-18.9595364983,-180.5363856,0.285714285714
month,2025-11,payoff_only_change_point,2,164,4,-428.694974306,-107.173743577,-21.2283418695,0.5
month,2025-12,payoff_only_change_point,2,147,5,12.5351346867,2.50702693734,10.4617821782,0.6
month,2023-04,payoff_only_change_point,3,135,8,-619.077634655,-77.3847043318,-106.464218755,0.375
month,2023-05,payoff_only_change_point,3,175,11,1.62796541267,0.147996855698,25.3113148598,0.545454545455
month,2023-06,payoff_only_change_point,3,164,5,-126.879685916,-25.3759371832,-63.0576072036,0.2
month,2023-07,payoff_only_change_point,3,138,13,-11.8535933194,-0.911814870722,98.3437750343,0.538461538462
month,2023-08,payoff_only_change_point,3,177,1,223.613236318,223.613236318,223.613236318,1
month,2023-09,payoff_only_change_point,3,140,3,5.50607698413,1.83535899471,2.0792,0.666666666667
month,2023-10,payoff_only_change_point,3,160,0,0,,,
month,2023-11,payoff_only_change_point,3,160,0,0,,,
month,2023-12,payoff_only_change_point,3,151,5,376.481008358,75.2962016716,80.7636400251,1
month,2025-04,payoff_only_change_point,3,141,6,-312.94382345,-52.1573039083,50.6207733371,0.5
month,2025-05,payoff_only_change_point,3,156,7,-650.276876322,-92.8966966175,-43.1424624694,0.285714285714
month,2025-06,payoff_only_change_point,3,143,4,353.86927701,88.4673192524,66.3681369609,0.75
month,2025-07,payoff_only_change_point,3,146,8,-477.479285884,-59.6849107355,-100.29601874,0.375
month,2025-08,payoff_only_change_point,3,124,3,-541.36071869,-180.453572897,-79.8602794411,0.333333333333
month,2025-09,payoff_only_change_point,3,143,4,216.521762107,54.1304405268,85.3975824692,0.5
month,2025-10,payoff_only_change_point,3,188,5,-124.316114993,-24.8632229985,-42.6790123457,0.2
month,2025-11,payoff_only_change_point,3,164,5,273.247321372,54.6494642743,71.1818339143,0.6
month,2025-12,payoff_only_change_point,3,147,5,151.309215066,30.2618430133,-2.03414227832,0.4
month,2023-04,payoff_only_change_point,5,119,8,-755.713318912,-94.464164864,-176.75226115,0.25
month,2023-05,payoff_only_change_point,5,175,11,887.74478647,80.7040714973,96.8889054131,0.727272727273
month,2023-06,payoff_only_change_point,5,164,4,-503.485228687,-125.871307172,-174.256344494,0.25
month,2023-07,payoff_only_change_point,5,138,16,-455.16688093,-28.4479300581,-40.7142321425,0.4375
month,2023-08,payoff_only_change_point,5,177,0,0,,,
month,2023-09,payoff_only_change_point,5,140,1,46.3216246469,46.3216246469,46.3216246469,1
month,2023-10,payoff_only_change_point,5,160,0,0,,,
month,2023-11,payoff_only_change_point,5,160,0,0,,,
month,2023-12,payoff_only_change_point,5,151,3,-46.1589564593,-15.3863188198,-3.09865766824,0.333333333333
month,2025-04,payoff_only_change_point,5,127,6,-57.5725459073,-9.59542431789,10.9447723309,0.5
month,2025-05,payoff_only_change_point,5,156,5,-196.471731584,-39.2943463169,29.31981063,0.6
month,2025-06,payoff_only_change_point,5,143,3,59.9100874044,19.9700291348,42.1148324183,0.666666666667
month,2025-07,payoff_only_change_point,5,146,10,-189.903612683,-18.9903612683,35.9579094369,0.6
month,2025-08,payoff_only_change_point,5,124,2,-41.3607186903,-20.6803593451,-20.6803593451,0.5
month,2025-09,payoff_only_change_point,5,143,5,-101.837654277,-20.3675308554,-44.0425531915,0.2
month,2025-10,payoff_only_change_point,5,188,6,69.1641447757,11.5273574626,-21.3566026283,0.333333333333
month,2025-11,payoff_only_change_point,5,164,6,466.608014693,77.7680024488,44.3550085833,0.666666666667
month,2025-12,payoff_only_change_point,5,147,4,139.634204026,34.9085510066,-18.3391211848,0.5
month,2023-03,v1_60_session_selector,0,12,8,877.588988845,109.698623606,105.744573844,0.875
month,2023-04,v1_60_session_selector,0,143,90,-510.888477905,-5.67653864338,2.8109375,0.5
month,2023-05,v1_60_session_selector,0,175,109,1878.55018517,17.2344053686,15.1846225442,0.54128440367
month,2023-06,v1_60_session_selector,0,164,103,-2087.28615193,-20.2649140964,-42.4831011608,0.398058252427
month,2023-07,v1_60_session_selector,0,138,51,-1421.66936414,-27.8758698851,-57.5990152644,0.450980392157
month,2023-08,v1_60_session_selector,0,177,78,1841.76124032,23.6123235938,-9.38709797901,0.474358974359
month,2023-09,v1_60_session_selector,0,140,59,-2768.82209333,-46.9291880226,-39.1000637891,0.28813559322
month,2023-10,v1_60_session_selector,0,160,87,2159.59649495,24.8229482179,-17.0248849461,0.459770114943
month,2023-11,v1_60_session_selector,0,160,67,-2603.82914031,-38.8631214972,-48.3495357292,0.402985074627
month,2023-12,v1_60_session_selector,0,151,69,-561.740482073,-8.14116640686,-15.8649298428,0.405797101449
month,2025-04,v1_60_session_selector,0,170,86,2366.64697834,27.5191509109,66.3874707866,0.593023255814
month,2025-05,v1_60_session_selector,0,156,79,-3677.71722536,-46.5533825995,-17.8569854367,0.430379746835
month,2025-06,v1_60_session_selector,0,143,60,673.273691455,11.2212281909,23.2588341076,0.566666666667
month,2025-07,v1_60_session_selector,0,146,45,-1450.07736192,-32.223941376,-56.5259828101,0.422222222222
month,2025-08,v1_60_session_selector,0,124,32,853.470596691,26.6709561466,38.0928258505,0.59375
month,2025-09,v1_60_session_selector,0,143,62,581.849199349,9.38466450563,2.32975517885,0.516129032258
month,2025-10,v1_60_session_selector,0,188,66,655.202732145,9.92731412341,9.98117528064,0.545454545455
month,2025-11,v1_60_session_selector,0,164,83,2270.28485478,27.3528295756,11.775242037,0.55421686747
month,2025-12,v1_60_session_selector,0,147,73,-1320.42588491,-18.0880258207,-34.9596774083,0.438356164384
month,2023-03,v1_60_session_selector,1,7,5,959.513649279,191.902729856,172.57962947,1
month,2023-04,v1_60_session_selector,1,143,90,-510.888477905,-5.67653864338,2.8109375,0.5
month,2023-05,v1_60_session_selector,1,175,106,1288.6610416,12.1571796377,11.2524634127,0.528301886792
month,2023-06,v1_60_session_selector,1,164,107,-2023.58196912,-18.9119810199,-42.4831011608,0.392523364486
month,2023-07,v1_60_session_selector,1,138,49,-1417.47860149,-28.9281347243,-57.9129429323,0.408163265306
month,2023-08,v1_60_session_selector,1,177,78,1057.43274944,13.556830121,-11.8650403123,0.461538461538
month,2023-09,v1_60_session_selector,1,140,58,-2353.15059759,-40.5715620275,-37.2301705306,0.327586206897
month,2023-10,v1_60_session_selector,1,160,83,2728.98643694,32.8793546619,0,0.493975903614
month,2023-11,v1_60_session_selector,1,160,71,-2578.83560544,-36.3216282456,-53.2536946945,0.408450704225
month,2023-12,v1_60_session_selector,1,151,65,-1481.07878504,-22.7858274622,-16.1939826999,0.384615384615
month,2025-04,v1_60_session_selector,1,161,83,1473.93629271,17.7582685869,55.8898203604,0.566265060241
month,2025-05,v1_60_session_selector,1,156,78,-3391.23749918,-43.4774038356,-18.9536183465,0.435897435897
month,2025-06,v1_60_session_selector,1,143,59,630.542616023,10.6871629834,17.3468096206,0.559322033898
month,2025-07,v1_60_session_selector,1,146,45,-1064.22703783,-23.6494897296,-25.6234375,0.444444444444
month,2025-08,v1_60_session_selector,1,124,31,959.104209258,30.9388454599,50.6456753739,0.612903225806
month,2025-09,v1_60_session_selector,1,143,64,128.021298516,2.00033278931,-2.20174642615,0.5
month,2025-10,v1_60_session_selector,1,188,67,17.8371146001,0.266225591047,8.13201535801,0.507462686567
month,2025-11,v1_60_session_selector,1,164,80,1167.53061744,14.594132718,4.3433194535,0.525
month,2025-12,v1_60_session_selector,1,147,74,-1110.23046081,-15.0031143353,-31.2871408349,0.445945945946
month,2023-04,v1_60_session_selector,2,143,90,-787.337107629,-8.74819008477,2.8109375,0.5
month,2023-05,v1_60_session_selector,2,175,105,3095.03682106,29.476541153,20.092832981,0.561904761905
month,2023-06,v1_60_session_selector,2,164,108,-2229.50487023,-20.6435636132,-43.0760081376,0.388888888889
month,2023-07,v1_60_session_selector,2,138,49,-532.142846893,-10.8600580998,-6.55017761552,0.489795918367
month,2023-08,v1_60_session_selector,2,177,77,816.362994509,10.6021168118,-14.1796944259,0.454545454545
month,2023-09,v1_60_session_selector,2,140,59,-1804.07729863,-30.5775813327,-29.8429885419,0.338983050847
month,2023-10,v1_60_session_selector,2,160,79,2250.08901723,28.4821394586,-17.0248849461,0.46835443038
month,2023-11,v1_60_session_selector,2,160,74,-1181.91341532,-15.9718029097,-26.6507773407,0.445945945946
month,2023-12,v1_60_session_selector,2,151,62,-1217.37875721,-19.6351412453,-13.4455040715,0.403225806452
month,2025-04,v1_60_session_selector,2,150,78,682.48943318,8.74986452795,22.949822836,0.538461538462
month,2025-05,v1_60_session_selector,2,156,78,-2871.85991466,-36.8187168546,-13.9284927183,0.448717948718
month,2025-06,v1_60_session_selector,2,143,59,660.672771513,11.197843585,29.1708585946,0.559322033898
month,2025-07,v1_60_session_selector,2,146,47,-1913.09126305,-40.7040694266,-56.5259828101,0.404255319149
month,2025-08,v1_60_session_selector,2,124,30,228.72523529,7.62417450966,32.0197685389,0.566666666667
month,2025-09,v1_60_session_selector,2,143,66,102.744791876,1.55673927084,-2.20174642615,0.5
month,2025-10,v1_60_session_selector,2,188,65,-78.3781448558,-1.20581761317,8.13201535801,0.507692307692
month,2025-11,v1_60_session_selector,2,164,78,245.351473341,3.1455317095,-0.993281808716,0.5
month,2025-12,v1_60_session_selector,2,147,73,-924.208409492,-12.6603891711,-6.09528495681,0.465753424658
month,2023-04,v1_60_session_selector,3,135,84,-233.915837296,-2.78471234876,5.68987745557,0.511904761905
month,2023-05,v1_60_session_selector,3,175,104,2439.30951403,23.4548991734,18.4373189473,0.557692307692
month,2023-06,v1_60_session_selector,3,164,112,-2087.03417655,-18.6342337192,-43.0760081376,0.401785714286
month,2023-07,v1_60_session_selector,3,138,48,-1319.93083934,-27.4985591528,-57.7559790983,0.416666666667
month,2023-08,v1_60_session_selector,3,177,77,660.951391931,8.58378431079,-14.1796944259,0.454545454545
month,2023-09,v1_60_session_selector,3,140,60,-2452.72354954,-40.8787258256,-41.7703262982,0.316666666667
month,2023-10,v1_60_session_selector,3,160,77,3579.90599385,46.4922856344,0,0.493506493506
month,2023-11,v1_60_session_selector,3,160,79,-1278.73740759,-16.1865494632,-22.2833473299,0.443037974684
month,2023-12,v1_60_session_selector,3,151,59,-1060.85824785,-17.9806482687,-10.6970254431,0.406779661017
month,2025-04,v1_60_session_selector,3,141,70,1681.57384303,24.0224834718,60.1712821357,0.585714285714
month,2025-05,v1_60_session_selector,3,156,79,-3309.16038012,-41.8881060775,-17.8569854367,0.443037974684
month,2025-06,v1_60_session_selector,3,143,58,513.486698225,8.85321893492,23.2588341076,0.551724137931
month,2025-07,v1_60_session_selector,3,146,47,-1715.26602669,-36.4950218445,-25.6234375,0.425531914894
month,2025-08,v1_60_session_selector,3,124,28,347.262841439,12.4022443371,32.0197685389,0.571428571429
month,2025-09,v1_60_session_selector,3,143,66,102.744791876,1.55673927084,-2.20174642615,0.5
month,2025-10,v1_60_session_selector,3,188,65,-227.008215436,-3.49243408363,8.13201535801,0.507692307692
month,2025-11,v1_60_session_selector,3,164,78,751.783061284,9.63824437544,3.70400104711,0.512820512821
month,2025-12,v1_60_session_selector,3,147,74,-1076.40641743,-14.546032668,-6.04363478363,0.472972972973
month,2023-04,v1_60_session_selector,5,119,71,-1147.22910163,-16.158156361,-9.31029726188,0.478873239437
month,2023-05,v1_60_session_selector,5,175,105,3993.86158374,38.036776988,24.3373335765,0.590476190476
month,2023-06,v1_60_session_selector,5,164,113,-2664.63388672,-23.5808308559,-49.5491525424,0.380530973451
month,2023-07,v1_60_session_selector,5,138,48,-783.559403742,-16.3241542446,-40.7142321425,0.4375
month,2023-08,v1_60_session_selector,5,177,78,1986.1878649,25.4639469858,-9.38709797901,0.461538461538
month,2023-09,v1_60_session_selector,5,140,62,-3097.81451375,-49.9647502217,-31.9963540311,0.338709677419
month,2023-10,v1_60_session_selector,5,160,75,3349.46313704,44.6595084938,8.9073795491,0.52
month,2023-11,v1_60_session_selector,5,160,88,-1999.21650642,-22.7183693911,-26.6507773407,0.443181818182
month,2023-12,v1_60_session_selector,5,151,55,-1225.89456176,-22.288992032,-10.6970254431,0.4
month,2025-04,v1_60_session_selector,5,127,60,924.167999329,15.4027999888,27.7698725947,0.566666666667
month,2025-05,v1_60_session_selector,5,156,81,-2976.05076147,-36.7413674256,-10,0.456790123457
month,2025-06,v1_60_session_selector,5,143,60,1075.50294375,17.9250490625,29.7241709732,0.566666666667
month,2025-07,v1_60_session_selector,5,146,51,-2350.60694672,-46.0903322887,-76.353478915,0.392156862745
month,2025-08,v1_60_session_selector,5,124,25,788.093015186,31.5237206074,38.4995607509,0.64
month,2025-09,v1_60_session_selector,5,143,68,-240.410516896,-3.53544877789,-7.78612360105,0.485294117647
month,2025-10,v1_60_session_selector,5,188,62,312.707251483,5.0436653465,9.98117528064,0.532258064516
month,2025-11,v1_60_session_selector,5,164,74,1885.1030154,25.474365073,12.4118073242,0.554054054054
month,2025-12,v1_60_session_selector,5,147,76,-2146.26633665,-28.2403465348,-38.4999959861,0.421052631579
all,all,no_payoff_state_filter,0,14,14,-346.822661989,-24.7730472849,34.419207411,0.571428571429
all,all,no_payoff_state_filter,1,18,18,1875.61559885,104.200866603,131.470946843,0.777777777778
all,all,no_payoff_state_filter,2,17,17,-684.702493057,-40.2766172387,-66.8129940942,0.294117647059
all,all,no_payoff_state_filter,3,30,30,2406.2953138,80.2098437933,96.9067417388,0.666666666667
all,all,no_payoff_state_filter,5,2722,2722,-13909.5473844,-5.11004679807,-10,0.465099191771
