# schema_version=1
# source=NASDAQ_TRADER_SYMBOL_DIRECTORY
# source_urls=https://www.nasdaqtrader.com/dynamic/SymDir/nasdaqlisted.txt,https://www.nasdaqtrader.com/dynamic/SymDir/otherlisted.txt
# retrieved_at=2026-09-02T11:33:17.375137+00:00
# nasdaq_source_updated_at=0902202607:00
# other_source_updated_at=0902202607:00
# universes=US_ALL,NASDAQ,NYSE
symbol,primary_exchange
FGN,NYSE
FGNX,NASDAQ
FGNXP,NASDAQ
FGSN,NYSE
FHB,NASDAQ
FHI,NYSE
FHN,NYSE
FHN$E,NYSE
FHN$F,NYSE
FHN$H,NYSE
FHTX,NASDAQ
FIBK,NASDAQ
FICO,NYSE
FIEE,NASDAQ
FIG,NYSE
FIGR,NASDAQ
FIGS,NYSE
FIGX,NASDAQ
FIGXU,NASDAQ
FIGXW,NASDAQ
FINS,NYSE
FINV,NYSE
FINW,NASDAQ
FIP,NASDAQ
FIRY,NYSE
FIS,NYSE
FISI,NASDAQ
FISK,ARCA
FISN,NASDAQ
FISV,NASDAQ
FITB,NYSE
FITB$A,NYSE
FITB$I,NYSE
FITB$K,NYSE
FITB$M,NYSE
FIVE,NASDAQ
FIVN,NASDAQ
FIX,NYSE
FIZZ,NASDAQ
FJDIU,NASDAQ
FJET,AMEX
FKWL,NASDAQ
FLC,NYSE
FLD,NASDAQ
FLDDW,NASDAQ
FLEX,NASDAQ
FLG,NYSE
FLG$A,NYSE
FLG$U,NYSE
FLGT,NASDAQ
FLL,NASDAQ
FLNA,NASDAQ
FLNC,NASDAQ
FLNG,NYSE
FLNT,NASDAQ
FLO,NYSE
FLOC,NYSE
FLR,NYSE
FLS,NYSE
FLUT,NYSE
FLUX,NASDAQ
FLWS,NASDAQ
FLX,NASDAQ
FLXS,NASDAQ
FLY,NASDAQ
FLYE,NASDAQ
FLYW,NASDAQ
FLYX,AMEX
FLYX.W,AMEX
FMAC,NASDAQ
FMACR,NASDAQ
FMACU,NASDAQ
FMAO,NASDAQ
FMBH,NASDAQ
FMC,NYSE
FMFC,NASDAQ
FMN,NYSE
FMNB,NASDAQ
FMS,NYSE
FMST,NASDAQ
FMSTW,NASDAQ
FMX,NYSE
FMY,NYSE
FN,NYSE
FNB,NYSE
FND,NYSE
FNF,NYSE
FNGD,ARCA
FNGO,ARCA
FNGR,NASDAQ
FNKO,NASDAQ
FNLC,NASDAQ
FNRN,NASDAQ
FNUC,NASDAQ
FNV,NYSE
FNWB,NASDAQ
FNWD,NASDAQ
FOA,NYSE
FOCL,NASDAQ
FOF,NYSE
FOFO,NASDAQ
FOIL,NYSE
FOR,NYSE
FORM,NASDAQ
FORR,NASDAQ
FORTY,NASDAQ
FOSL,NASDAQ
FOUR,NYSE
FOUR$A,NYSE
FOX,NASDAQ
FOXA,NASDAQ
FOXF,NASDAQ
FOXX,NASDAQ
FOXXW,NASDAQ
FPF,NYSE
FPH,NYSE
FPI,NYSE
FPS,NYSE
FR,NYSE
FRA,NYSE
FRAF,NASDAQ
FRBA,NASDAQ
FRBT,NASDAQ
FRD,NASDAQ
FRGT,NASDAQ
FRHC,NASDAQ
FRME,NASDAQ
FRMEP,NASDAQ
FRMI,NASDAQ
FRMM,NASDAQ
FRNM,NASDAQ
FRO,NYSE
FROG,NASDAQ
FRPH,NASDAQ
FRPT,NASDAQ
FRSH,NASDAQ
FRST,NASDAQ
FRSX,NASDAQ
FRT,NYSE
FRT$C,NYSE
FRTT,NASDAQ
FRVO,NASDAQ
FSBC,NASDAQ
FSBW,NASDAQ
FSCO,NYSE
FSEA,NASDAQ
FSHP,NASDAQ
FSHPR,NASDAQ
FSHPU,NASDAQ
FSI,AMEX
FSK,NYSE
FSLR,NASDAQ
FSLY,NASDAQ
FSM,NYSE
FSP,AMEX
FSS,NYSE
FSSL,NYSE
FSTR,NASDAQ
FSUN,NASDAQ
FSV,NASDAQ
FT,NYSE
FTAI,NASDAQ
FTAIM,NASDAQ
FTCI,NASDAQ
FTDR,NASDAQ
FTEK,NASDAQ
FTF,AMEX
FTFT,NASDAQ
FTH,NASDAQ
FTHA,NASDAQ
FTHAU,NASDAQ
FTHAW,NASDAQ
FTHM,NASDAQ
FTHY,NYSE
FTI,NYSE
FTK,NYSE
FTLF,NASDAQ
FTNT,NASDAQ
FTRA,NYSE
FTRA.U,NYSE
FTRA.W,NYSE
FTRE,NASDAQ
FTS,NYSE
FTV,NYSE
FTW,NYSE
FTW.W,NYSE
FUBO,NYSE
FUFU,NASDAQ
FUFUW,NASDAQ
FUL,NYSE
FULC,NASDAQ
FULT,NASDAQ
FULTP,NASDAQ
FUN,NYSE
FUNC,NASDAQ
FUND,NASDAQ
FURY,AMEX
FUSB,NASDAQ
FUSE,NASDAQ
FUSEW,NASDAQ
FUTU,NASDAQ
FVAV,NASDAQ
FVCB,NASDAQ
FVN,NASDAQ
FVNNR,NASDAQ
FVNNU,NASDAQ
FVR,NYSE
FVRR,NYSE
FWAC,NASDAQ
FWACR,NASDAQ
FWACU,NASDAQ
FWACW,NASDAQ
FWDI,NASDAQ
FWONA,NASDAQ
FWONK,NASDAQ
FWRD,NASDAQ
FWRG,NASDAQ
FXAC,NASDAQ
FXACU,NASDAQ
FXACW,NASDAQ
FXHO,NASDAQ
FXNC,NASDAQ
G,NYSE
GAB,NYSE
GAB$G,NYSE
GAB$H,NYSE
GAB$K,NYSE
GABC,NASDAQ
GAIA,NASDAQ
GAIN,NASDAQ
GAING,NASDAQ
GAINI,NASDAQ
GAINZ,NASDAQ
GALT,NASDAQ
GAM,NYSE
GAM$B,NYSE
GAME,NASDAQ
GANX,NASDAQ
GAP,NYSE
GASS,NASDAQ
GATX,NYSE
GAU,AMEX
GAUZ,NASDAQ
GBAB,NYSE
GBCI,NYSE
GBDC,NASDAQ
GBFH,NASDAQ
GBLI,NASDAQ
GBR,AMEX
GBTG,NYSE
GBX,NYSE
GCBC,NASDAQ
GCDT,AMEX
GCGR,NASDAQ
GCGRU,NASDAQ
GCGRW,NASDAQ
GCL,NASDAQ
GCLWW,NASDAQ
GCMG,NASDAQ
GCO,NYSE
GCT,NASDAQ
GCTK,NASDAQ
GCTS,NYSE
GCTS.W,NYSE
GCV,NYSE
GD,NYSE
GDC,NASDAQ
GDDY,NYSE
GDEV,NASDAQ
GDHG,NASDAQ
GDL,NYSE
GDO,NYSE
GDOT,NYSE
GDRX,NASDAQ
GDS,NASDAQ
GDTC,NASDAQ
GDV,NYSE
GDV$H,NYSE
GDV$K,NYSE
GDYN,NASDAQ
GE,NYSE
GECC,NASDAQ
GECCG,NASDAQ
GECCH,NASDAQ
GECCI,NASDAQ
GEF,NYSE
GEF.B,NYSE
GEG,NASDAQ
GEGGL,NASDAQ
GEHC,NASDAQ
GEL,NYSE
GELS,NASDAQ
GEMI,NASDAQ
GEN,NASDAQ
GENB,NASDAQ
GENC,AMEX
GENI,NYSE
GENK,NASDAQ
GENVR,NASDAQ
GEO,NYSE
GEOS,NASDAQ
GERN,NASDAQ
GETY,NYSE
GEV,NYSE
GEVO,NASDAQ
GF,NYSE
GFAI,NASDAQ
GFAIW,NASDAQ
GFF,NYSE
GFI,NYSE
GFL,NYSE
GFR,NYSE
GFR.R,NYSE
GFS,NASDAQ
GFUZ,NASDAQ
GFUZW,NASDAQ
GGAL,NASDAQ
GGB,NYSE
GGG,NYSE
GGN,AMEX
GGN$B,AMEX
GGR,NASDAQ
GGROW,NASDAQ
GGT,NYSE
GGT$E,NYSE
GGT$G,NYSE
GGZ,NYSE
GH,NASDAQ
GHC,NYSE
GHG,NYSE
GHI,NYSE
GHM,NYSE
GHRS,NASDAQ
GHXI,NASDAQ
GHXIU,NASDAQ
GHXIW,NASDAQ
GHY,NYSE
GIB,NYSE
GIBO,NASDAQ
GIBOW,NASDAQ
GIC,NYSE
GIFT,NASDAQ
GIGM,NASDAQ
GIII,NASDAQ
GIL,NYSE
GILD,NASDAQ
GILT,NASDAQ
GIPR,NASDAQ
GIPRW,NASDAQ
GIS,NYSE
GITS,NASDAQ
GIW,NASDAQ
GIWWR,NASDAQ
GIWWU,NASDAQ
GIX,NASDAQ
GIXI,NASDAQ
GIXXR,NASDAQ
GIXXU,NASDAQ
GJH,NYSE
GJO,NYSE
GJP,NYSE
GJR,NYSE
GJS,NYSE
GJT,NYSE
GKOS,NYSE
GL,NYSE
GL$D,NYSE
GLAD,NASDAQ
GLAS,NYSE
GLBE,NASDAQ
GLBS,NASDAQ
GLDG,AMEX
GLE,NASDAQ
GLED,NYSE
GLED.R,NYSE
GLED.U,NYSE
GLIBA,NASDAQ
GLIBK,NASDAQ
GLMD,NASDAQ
GLND,NASDAQ
GLNDW,NASDAQ
GLNG,NASDAQ
GLO,AMEX
GLOB,NYSE
GLOO,NASDAQ
GLOP$A,NYSE
GLOP$B,NYSE
GLOP$C,NYSE
GLP,NYSE
GLPI,NASDAQ
GLQ,AMEX
GLRE,NASDAQ
GLSI,NASDAQ
GLU,AMEX
GLU$A,AMEX
GLU$B,AMEX
GLUE,NASDAQ
GLV,AMEX
GLW,NYSE
GLXG,NASDAQ
GLXY,NASDAQ
GM,NYSE
GMAB,NASDAQ
GME,NYSE
GME.W,NYSE
GMED,NYSE
GMEX,NASDAQ
GMHS,NASDAQ
GMM,NASDAQ
GMRS,NYSE
GMTL,AMEX
GNE,NYSE
GNK,NYSE
GNL,NYSE
GNL$A,NYSE
GNL$B,NYSE
GNL$D,NYSE
GNL$E,NYSE
GNLN,NASDAQ
GNLX,NASDAQ
GNPX,NASDAQ
GNRC,NYSE
GNS,AMEX
GNSS,NASDAQ
GNT,NYSE
GNT$A,NYSE
GNTA,NASDAQ
GNTX,NASDAQ
GNW,NYSE
GO,NASDAQ
GOAI,NASDAQ
GOF,NYSE
GOGO,NASDAQ
GOLD,NYSE
GOLF,NYSE
GOOD,NASDAQ
GOODN,NASDAQ
GOODO,NASDAQ
GOOG,NASDAQ
GOOGL,NASDAQ
GOOGM,NASDAQ
GOOGN,NASDAQ
GOOS,NYSE
GORO,AMEX
GOSS,NASDAQ
GOTU,NYSE
GOVX,NASDAQ
GP,NASDAQ
GPAC,NASDAQ
GPACU,NASDAQ
GPACW,NASDAQ
GPAT,NASDAQ
GPATU,NASDAQ
GPATW,NASDAQ
GPC,NYSE
GPCR,NASDAQ
GPGI,NYSE
GPI,NYSE
GPJA,NYSE
GPK,NYSE
GPMT,NYSE
GPMT$A,NYSE
GPN,NYSE
GPOR,NYSE
GPRE,NASDAQ
GPRK,NYSE
GPRO,NASDAQ
GPUS,AMEX
GPUS$D,AMEX
GRAB,NASDAQ
GRABW,NASDAQ
GRAL,NASDAQ
GRAN,NASDAQ
GRBK,NYSE
GRBK$A,NYSE
GRC,NYSE
GRCE,NASDAQ
GRDN,NYSE
GRDX,NASDAQ
GREEL,NASDAQ
GRF,AMEX
GRFS,NASDAQ
GRI,NASDAQ
GRML,NASDAQ
GRMLW,NASDAQ
GRMN,NYSE
GRN,ARCA
GRND,NYSE
GRNQ,NASDAQ
GRNT,NYSE
GRO,AMEX
GROV,NYSE
GROW,NASDAQ
GROY,AMEX
GROY.W,AMEX
GRPN,NASDAQ
GRRR,NASDAQ
GRRRW,NASDAQ
GRSD,NASDAQ
GRVY,NASDAQ
GRWG,NASDAQ
GRX,NYSE
GS,NYSE
GS$A,NYSE
GS$C,NYSE
GS$D,NYSE
GSAT,NASDAQ
GSBC,NASDAQ
GSBD,NYSE
GSHD,NASDAQ
GSHR,NASDAQ
GSHRU,NASDAQ
GSHRW,NASDAQ
GSIT,NASDAQ
GSIW,NASDAQ
GSK,NYSE
GSL,NYSE
GSL$B,NYSE
GSM,NASDAQ
GSRF,NASDAQ
GSRFR,NASDAQ
GSRFU,NASDAQ
GSRV,NASDAQ
GSRVR,NASDAQ
GSRVU,NASDAQ
GSUN,NASDAQ
GT,NASDAQ
GTBP,NASDAQ
GTE,AMEX
GTEC,NASDAQ
GTEN,NASDAQ
GTENU,NASDAQ
GTENW,NASDAQ
GTERA,NASDAQ
GTERR,NASDAQ
GTERU,NASDAQ
GTERW,NASDAQ
GTES,NYSE
GTIM,NASDAQ
GTLB,NASDAQ
GTM,NASDAQ
GTN,NYSE
GTN.A,NYSE
GTX,NASDAQ
GTY,NYSE
GUAC,NASDAQ
GUACU,NASDAQ
GUACW,NASDAQ
GUG,NYSE
GURE,NASDAQ
GUT,NYSE
GUT$C,NYSE
GUTS,NASDAQ
GVA,NYSE
GVH,NASDAQ
GWAV,NASDAQ
GWH,NYSE
GWRE,NYSE
GWRS,NASDAQ
GWW,NYSE
GXAI,NASDAQ
GXO,NYSE
GYGY,NASDAQ
GYRE,NASDAQ
GYRO,NASDAQ
H,NYSE
HACQ,NASDAQ
HACQU,NASDAQ
HACQW,NASDAQ
HAE,NYSE
HAFC,NASDAQ
HAFN,NYSE
HAIN,NASDAQ
HAL,NYSE
HALO,NASDAQ
HAO,NASDAQ
HAPN,NASDAQ
HAS,NASDAQ
HASI,NYSE
HAVA,NASDAQ
HAVAR,NASDAQ
HAVAU,NASDAQ
HAWK,NYSE
HAYW,NYSE
HBAN,NASDAQ
HBANL,NASDAQ
HBANM,NASDAQ
HBANP,NASDAQ
HBANZ,NASDAQ
HBB,NYSE
HBCP,NASDAQ
HBIO,NASDAQ
HBM,NYSE
HBNB,NASDAQ
HBNC,NASDAQ
HBT,NASDAQ
HCA,NYSE
HCAC,NASDAQ
HCACR,NASDAQ
HCACU,NASDAQ
HCAI,NASDAQ
HCAT,NASDAQ
HCC,NYSE
HCHL,NASDAQ
HCI,NYSE
HCIC,NASDAQ
HCICR,NASDAQ
HCICU,NASDAQ
HCKT,NASDAQ
HCM,NASDAQ
HCMA,NASDAQ
HCMAU,NASDAQ
HCMAW,NASDAQ
HCSG,NASDAQ
HCTI,NASDAQ
HCWB,NASDAQ
HCWC,AMEX
HCXY,NYSE
HD,NYSE
HDB,NYSE
HDL,NASDAQ
HDRN,NASDAQ
HDRNW,NASDAQ
HDSN,NASDAQ
HE,NYSE
HEI,NYSE
HEI.A,NYSE
HELE,NASDAQ
HELP,NASDAQ
HEPS,NASDAQ
HEQ,NYSE
HERE,NASDAQ
HERZ,NASDAQ
HESM,NYSE
HFBL,NASDAQ
HFFG,NASDAQ
HFRO,NYSE
HFRO$A,NYSE
HFRO$B,NYSE
HFWA,NASDAQ
HG,NYSE
HGBL,NASDAQ
HGLB,NYSE
HGTY,NYSE
HGV,NYSE
HHH,NYSE
HHS,NASDAQ
HIFS,NASDAQ
HIG,NYSE
HIG$G,NYSE
HIHO,NASDAQ
HII,NYSE
HIMS,NYSE
HIMX,NASDAQ
HIND,NASDAQ
HIO,NYSE
HIPO,NYSE
HIT,NASDAQ
HITI,NASDAQ
HIVE,NASDAQ
HIW,NYSE
HIX,NYSE
HKD,NYSE
HKIT,NASDAQ
HKPD,NASDAQ
HL,NYSE
HL$B,NYSE
HLF,NYSE
HLI,NYSE
HLIO,NYSE
HLIT,NASDAQ
HLLY,NYSE
HLMN,NASDAQ
HLN,NYSE
HLNE,NASDAQ
HLP,NASDAQ
HLT,NYSE
HLXC,NASDAQ
HMC,NYSE
HMH,NASDAQ
HMN,NYSE
HMR,NASDAQ
HMY,NYSE
HNGE,NYSE
HNI,NYSE
HNNA,NASDAQ
HNRG,NASDAQ
HNST,NASDAQ
HNVR,NASDAQ
HODO,NASDAQ
HOFT,NASDAQ
HOG,NYSE
HOLO,NASDAQ
HOLOW,NASDAQ
HOMB,NYSE
HON,NASDAQ
HONA,NASDAQ
HOOD,NASDAQ
HOPE,NASDAQ
HOS,NYSE
HOUR,NASDAQ
HOV,NYSE
HOVNP,NASDAQ
HOVR,NASDAQ
HOVRW,NASDAQ
HOWL,NASDAQ
HP,NYSE
HPAI,NASDAQ
HPAIW,NASDAQ
HPE,NYSE
HPE$C,NYSE
HPF,NYSE
HPI,NYSE
HPK,NASDAQ
HPP,NYSE
HPP$C,NYSE
HPQ,NYSE
HPS,NYSE
HQ,NASDAQ
HQH,NYSE
HQI,NASDAQ
HQL,NYSE
HQWWW,NASDAQ
HQY,NASDAQ
HR,NYSE
HRB,NYSE
HRI,NYSE
HRL,NYSE
HRMY,NASDAQ
HROW,NASDAQ
HRTG,NYSE
HRTX,NASDAQ
HRZN,NASDAQ
HSAI,NASDAQ
HSBC,NYSE
HSCS,NASDAQ
HSCSW,NASDAQ
HSDT,NASDAQ
HSHP,NYSE
HSIC,NASDAQ
HSLV,AMEX
HST,NASDAQ
HSTM,NASDAQ
HSY,NYSE
HTB,NYSE
HTCO,NASDAQ
HTCR,NASDAQ
HTD,NYSE
HTFC,NYSE
HTFL,NASDAQ
HTGC,NYSE
HTH,NYSE
HTHT,NASDAQ
HTLD,NASDAQ
HTLM,NASDAQ
HTO,NASDAQ
HTOO,NASDAQ
HTT,NYSE
HTZ,NASDAQ
HTZWW,NASDAQ
HUBB,NYSE
HUBC,NASDAQ
HUBCW,NASDAQ
HUBCZ,NASDAQ
HUBG,NASDAQ
HUBS,NYSE
HUDI,NASDAQ
HUHU,NASDAQ
HUIZ,NASDAQ
HUM,NYSE
HUMA,NASDAQ
HUN,NYSE
HURA,NASDAQ
HURC,NASDAQ
HURN,NASDAQ
HUT,NASDAQ
HUYA,NYSE
HVII,NASDAQ
HVIIR,NASDAQ
HVIIU,NASDAQ
HVMC,NASDAQ
HVMCU,NASDAQ
HVMCW,NASDAQ
HVT,NYSE
HVT.A,NYSE
HWBK,NASDAQ
HWC,NASDAQ
HWCPZ,NASDAQ
HWH,NASDAQ
HWKN,NASDAQ
HWM,NYSE
HXHX,NASDAQ
HXL,NYSE
HY,NYSE
HYFM,NASDAQ
HYFT,NASDAQ
HYI,NYSE
HYLN,AMEX
HYMC,NASDAQ
HYNE,NASDAQ
HYPD,NASDAQ
HYPR,NASDAQ
HYT,NYSE
HZO,NYSE
IA,NASDAQ
IACO,NASDAQ
IACOU,NASDAQ
IACOW,NASDAQ
IACQ,NASDAQ
IACQU,NASDAQ
IACQW,NASDAQ
IAE,NYSE
IAF,AMEX
IAG,NYSE
IART,NASDAQ
IAUX,AMEX
IAUX.W,AMEX
IBAC,NASDAQ
IBACR,NASDAQ
IBCP,NASDAQ
IBEX,NASDAQ
IBG,NASDAQ
IBIO,NASDAQ
IBKR,NASDAQ
IBM,NYSE
IBN,NYSE
IBO,AMEX
IBOC,NASDAQ
IBP,NYSE
IBRX,NASDAQ
IBTA,NYSE
ICCC,NASDAQ
ICCM,NASDAQ
ICE,NYSE
ICFI,NASDAQ
ICG,NASDAQ
ICHR,NASDAQ
ICL,NYSE
ICLR,NASDAQ
ICMB,NASDAQ
ICON,NASDAQ
ICR$A,NYSE
ICU,NASDAQ
ICUCW,NASDAQ
ICUI,NASDAQ
IDA,NYSE
IDAC,NASDAQ
IDACU,NASDAQ
IDACW,NASDAQ
IDAI,NASDAQ
IDCC,NASDAQ
IDE,NYSE
IDN,NASDAQ
IDR,AMEX
IDT,NYSE
IDXX,NASDAQ
IDYA,NASDAQ
IE,AMEX
IEAG,NASDAQ
IEAGR,NASDAQ
IEAGU,NASDAQ
IEP,NASDAQ
IESC,NASDAQ
IEX,NYSE
IFBD,NASDAQ
IFF,NYSE
IFN,NYSE
IFRX,NASDAQ
IFS,NYSE
IGA,NYSE
IGAC,NASDAQ
IGACR,NASDAQ
IGACU,NASDAQ
IGC,AMEX
IGD,NYSE
IGI,NYSE
IGIC,NASDAQ
IGR,NYSE
IH,NYSE
IHD,NYSE
IHG,NYSE
IHRT,NASDAQ
IHS,NYSE
IHT,AMEX
IIF,NYSE
III,NASDAQ
IIIN,NYSE
IIIV,NASDAQ
IIM,NYSE
IIPR,NYSE
IIPR$A,NYSE
IKT,NASDAQ
ILAG,NASDAQ
ILLR,NASDAQ
ILLRW,NASDAQ
ILLU,NASDAQ
ILLUU,NASDAQ
ILLUW,NASDAQ
ILMN,NASDAQ
ILPT,NASDAQ
IMA,NASDAQ
IMAX,NYSE
IMC,AMEX
IMCC,NASDAQ
IMCR,NASDAQ
IMDX,NASDAQ
IMKTA,NASDAQ
IMMP,NASDAQ
IMMR,NASDAQ
IMMX,NASDAQ
IMNM,NASDAQ
IMNN,NASDAQ
IMO,AMEX
IMOS,NASDAQ
IMPP,NASDAQ
IMPPP,NASDAQ
IMRN,NASDAQ
IMRX,NASDAQ
IMSR,NASDAQ
IMSRW,NASDAQ
IMTE,NASDAQ
IMTX,NASDAQ
IMUX,NASDAQ
IMVT,NASDAQ
IMXI,NASDAQ
INAB,NASDAQ
INAC,NASDAQ
INACR,NASDAQ
INACU,NASDAQ
INBK,NASDAQ
INBKZ,NASDAQ
INBS,NASDAQ
INBX,NASDAQ
INCR,NASDAQ
INCY,NASDAQ
INDB,NASDAQ
INDI,NASDAQ
INDO,AMEX
INDP,NASDAQ
INDV,NASDAQ
INEO,NASDAQ
INFQ,NYSE
INFQ.W,NYSE
INFU,AMEX
INFY,NYSE
ING,NYSE
INGM,NYSE
INGN,NASDAQ
INGR,NYSE
INHD,NASDAQ
INIO,NASDAQ
INKT,NASDAQ
INLF,NASDAQ
INLX,AMEX
INM,NASDAQ
INMB,NASDAQ
INMD,NASDAQ
INN,NYSE
INN$E,NYSE
INN$F,NYSE
INNV,NASDAQ
INO,NASDAQ
INOD,NASDAQ
INR,NYSE
INSE,NASDAQ
INSG,NASDAQ
INSM,NASDAQ
INSP,NYSE
INSW,NYSE
INTA,NASDAQ
INTC,NASDAQ
INTG,NASDAQ
INTJ,NASDAQ
INTR,NASDAQ
INTS,NASDAQ
INTT,AMEX
INTU,NASDAQ
INTZ,NASDAQ
INUV,AMEX
INV,NASDAQ
INVA,NASDAQ
INVE,NASDAQ
INVH,NYSE
INVX,NYSE
INVZ,NASDAQ
IOND,NASDAQ
IONQ,NYSE
IONQ.W,NYSE
IONR,NASDAQ
IONS,NASDAQ
IOR,AMEX
IOSP,NASDAQ
IOT,NYSE
IOTR,NASDAQ
IOVA,NASDAQ
IP,NYSE
IPAR,NASDAQ
IPDN,NASDAQ
IPEX,NASDAQ
IPEXR,NASDAQ
IPEXU,NASDAQ
IPFX,NASDAQ
IPFXU,NASDAQ
IPFXW,NASDAQ
IPGP,NASDAQ
IPHA,NASDAQ
IPHXU,NASDAQ
IPI,NYSE
IPM,NASDAQ
IPSC,NASDAQ
IPST,NASDAQ
IPVV,NASDAQ
IPVVU,NASDAQ
IPVVW,NASDAQ
IPW,NASDAQ
IPWR,NASDAQ
IPX,NASDAQ
IPXG,NASDAQ
IPXGU,NASDAQ
IPXGW,NASDAQ
IQ,NASDAQ
IQI,NYSE
IQMX,NASDAQ
IQMXW,NASDAQ
IQST,NASDAQ
IQV,NYSE
IR,NYSE
IRAB,NYSE
IRAB.U,NYSE
IRAB.W,NYSE
IRD,NASDAQ
IRDM,NASDAQ
IREN,NASDAQ
IRHO,NASDAQ
IRHOR,NASDAQ
IRHOU,NASDAQ
IRIX,NASDAQ
IRM,NYSE
IRMD,NASDAQ
IRON,NASDAQ
IRS,NYSE
IRT,NYSE
IRTC,NASDAQ
IRWD,NASDAQ
ISBA,NASDAQ
ISD,NYSE
ISNR,NASDAQ
ISNRU,NASDAQ
ISNRW,NASDAQ
ISOU,AMEX
ISPC,NASDAQ
ISPR,NASDAQ
ISRG,NASDAQ
ISTR,NASDAQ
IT,NYSE
ITG,NASDAQ
ITGR,NYSE
ITHA,NASDAQ
ITHAU,NASDAQ
ITHAW,NASDAQ
ITIC,NASDAQ
ITOC,NASDAQ
ITP,AMEX
ITRG,AMEX
ITRI,NASDAQ
ITRN,NASDAQ
ITT,NYSE
ITUB,NYSE
ITW,NYSE
IVA,NASDAQ
IVDA,NASDAQ
IVDAW,NASDAQ
IVF,NASDAQ
IVR,NYSE
IVR$C,NYSE
IVT,NYSE
IVVD,NASDAQ
IVZ,NYSE
IX,NYSE
IXHL,NASDAQ
IZEA,NASDAQ
IZM,NASDAQ
J,NYSE
JACK,NASDAQ
JACS,NYSE
JACS.R,NYSE
JACS.U,NYSE
JAGU,AMEX
JAGX,NASDAQ
JAKK,NASDAQ
JAN,NYSE
JANX,NASDAQ
JATT,NASDAQ
JAZZ,NASDAQ
JBDI,NASDAQ
JBGS,NYSE
JBHT,NASDAQ
JBI,NYSE
JBIO,NASDAQ
JBK,NYSE
JBL,NYSE
JBLU,NASDAQ
JBS,NYSE
JBSS,NASDAQ
JBTM,NYSE
JCAP,NASDAQ
JCE,NYSE
JCI,NYSE
JCSE,NASDAQ
JCTC,NASDAQ
JD,NASDAQ
JDZG,NASDAQ
JEF,NYSE
JELD,NYSE
JEM,NASDAQ
JENA,NYSE
JENA.R,NYSE
JENA.U,NYSE
JF,NASDAQ
JFB,NASDAQ
JFIN,NASDAQ
JFR,NYSE
JFU,NASDAQ
JG,NASDAQ
JGH,NYSE
JHI,NYSE
JHS,NYSE
JHX,NYSE
JILL,NYSE
JJSF,NASDAQ
JKHY,NASDAQ
JKS,NYSE
JL,NASDAQ
JLHL,NASDAQ
JLL,NYSE
JLS,NYSE
JMIA,NYSE
JMKE,NYSE
JMM,NYSE
JMSB,NASDAQ
JNJ,NYSE
JOB,AMEX
JOBY,NYSE
JOE,NYSE
JOF,NYSE
JONEU,NASDAQ
JOUT,NASDAQ
JOYY,NASDAQ
JPC,NYSE
JPM,NYSE
JPM$C,NYSE
JPM$D,NYSE
JPM$J,NYSE
JPM$K,NYSE
JPM$L,NYSE
JPM$M,NYSE
JQC,NYSE
JRI,NYSE
JRS,NYSE
JRSH,NASDAQ
JRVR,NASDAQ
JSM,NASDAQ
JSPR,NASDAQ
JSPRW,NASDAQ
JTAI,NASDAQ
JTTT,NASDAQ
JUNS,NASDAQ
JVA,NASDAQ
JWEL,NASDAQ
JXG,NASDAQ
JXN,NYSE
JXN$A,NYSE
JYD,NASDAQ
JYNT,NASDAQ
JZ,NASDAQ
JZXN,NASDAQ
KAI,NYSE
KALA,NASDAQ
KALU,NASDAQ
KAPA,AMEX
KARD,NASDAQ
KARO,NASDAQ
KAZR,NASDAQ
KB,NYSE
KBDC,NYSE
KBH,NYSE
KBON,NASDAQ
KBONU,NASDAQ
KBONW,NASDAQ
KBR,NYSE
KBSX,NASDAQ
KC,NASDAQ
KCA.U,NYSE
KCAC.U,NYSE
KCAC.W,NYSE
KCHV,NASDAQ
KCHVR,NASDAQ
KCHVU,NASDAQ
KD,NYSE
KDK,NASDAQ
KDKRW,NASDAQ
KDP,NASDAQ
KE,NASDAQ
KEEL,NASDAQ
KELYA,NASDAQ
KELYB,NASDAQ
KEN,NYSE
KEP,NYSE
KEQU,NASDAQ
KEX,NYSE
KEY,NYSE
KEY$I,NYSE
KEY$J,NYSE
KEY$K,NYSE
KEY$L,NYSE
KEYS,NYSE
KEYY,NASDAQ
KEYYU,NASDAQ
KEYYW,NASDAQ
KF,NYSE
KFFB,NASDAQ
KFII,NASDAQ
KFIIR,NASDAQ
KFIIU,NASDAQ
KFRC,NYSE
KFY,NYSE
KG,NASDAQ
KGC,NYSE
KGEI,NASDAQ
KGS,NYSE
KHC,NASDAQ
KIDS,NASDAQ
KIDZ,NASDAQ
KIDZW,NASDAQ
KIM,NYSE
KIM$L,NYSE
KIM$M,NYSE
KIM$N,NYSE
KINS,NASDAQ
KIO,NYSE
KITT,NASDAQ
KITTW,NASDAQ
KKR,NYSE
KKR$D,NYSE
KKRS,NYSE
KKRT,NYSE
KLAC,NASDAQ
KLAR,NYSE
KLC,NYSE
KLIC,NASDAQ
KLRA,NASDAQ
KLRS,NASDAQ
KLTR,NASDAQ
KLXE,NASDAQ
KLXER,NASDAQ
KMB,NASDAQ
KMDA,NASDAQ
KMI,NYSE
KMPB,NYSE
KMPR,NYSE
KMRK,NASDAQ
KMT,NYSE
KMTS,NASDAQ
KMX,NYSE
