signature_id,direction,stage,condition_count,rows,sessions,stocks,mean_directional_net_bps,directional_lift,raw_p_value,fdr_q_value,discovery_score,discovery_supported_effect,discovery_eligible,rejection_reasons_json,conditions_json
long__clock_phase__opening__universe_breadth_bin__weak__e7ec2a5a8b,LONG,pairwise,2,1833,93,20,9.8367489974,0.0203319175712,0.279267432078,0.999955450325,-0.0439153162793,False,False,"[""chronology_not_consistent"",""fdr_not_passed""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""opening""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""weak""}]"
long__close_location_bin__high__compression_bin__compressed__9da6bcc40c,LONG,pairwise,2,1235,248,20,-17.2929460597,-0.0209636289875,0.985978910783,0.999955450325,-0.323772799152,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""range"",""feature"":""compression_bin"",""operator"":""=="",""value"":""compressed""}]"
long__close_location_bin__high__movement_permission__True__183ab2f916,LONG,pairwise,2,842,237,20,-14.9423186251,-0.00890250596253,0.970490733942,0.999955450325,-0.306686047924,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""movement_permission"",""feature"":""movement_permission"",""operator"":""=="",""value"":true}]"
long__close_location_bin__high__previous_state__4.0__fbaa0589e3,LONG,pairwise,2,500,205,20,-18.2443331961,-0.0212065439673,0.861731311901,0.999955450325,-0.332752556237,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""structural_state"",""feature"":""previous_state"",""operator"":""=="",""value"":4.0}]"
long__close_location_bin__high__realised_volatility_bin__high__e630ac22b1,LONG,pairwise,2,2666,250,20,-11.4329730453,0.00215429624277,0.905298897657,0.999955450325,-0.316246929831,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""range"",""feature"":""realised_volatility_bin"",""operator"":""=="",""value"":""high""}]"
long__close_location_bin__high__return_6_cross_sectional_rank_bin__bottom_20__82b15f57c0,LONG,pairwise,2,444,196,20,-7.70697388318,0.0114961587354,0.920786205966,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""cross_sectional"",""feature"":""return_6_cross_sectional_rank_bin"",""operator"":""=="",""value"":""bottom_20""}]"
long__close_location_bin__high__rolling_high_low_location_bin__middle__a9fa6cb033,LONG,pairwise,2,1005,238,20,-21.044199758,-0.026281170833,0.911128976535,0.999955450325,-0.323329670665,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""price_location"",""feature"":""rolling_high_low_location_bin"",""operator"":""=="",""value"":""middle""}]"
long__close_location_bin__high__scheduled_bars_remaining_bin__41__62ba0d3b63,LONG,pairwise,2,1744,243,20,-8.36095438393,-0.00198636048104,0.873173420389,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""clock"",""feature"":""scheduled_bars_remaining_bin"",""operator"":""=="",""value"":""41""}]"
long__close_location_bin__high__state_motif_2__3gt0__773a96b11e,LONG,pairwise,2,60,51,13,-3.77227049882,-0.0412065439673,1,1,-0.3,False,False,"[""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""3>0""}]"
long__close_location_bin__high__state_motif_3__3gt4gt3__63e6db4b6e,LONG,pairwise,2,19,17,12,-7.89033642971,0.032477666559,1,1,-0.312436766764,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""3>4>3""}]"
long__close_location_bin__high__stock_vs_market_return_bin__below_minus_one_scale__46ce74a165,LONG,pairwise,2,469,187,20,-20.8238061908,-0.021163900044,0.711210561072,0.999955450325,-0.322761085022,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""cross_sectional"",""feature"":""stock_vs_market_return_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]"
